t,elapsed,x,y,dx,dy,dz,xy,xyz,yaw_deg
1781078823.6607444,291.06175899505615,149.15085486816682,-157.49641214337177,-0.6061308547178044,-0.08821323890234112,1.9126198253403273,0.6125162761580932,2.0083054510814438,-0.2000506099288972
1781078823.7611337,291.1621482372284,149.15190319581654,-157.4964121344167,-0.6062789157814166,-0.0863152518327297,1.9159599510723646,0.6123923957888745,2.011448975374035,-0.204669453302171
1781078823.8614583,291.2624728679657,149.15190319581654,-157.4964121344167,-0.6027920123253807,-0.08832163417255856,1.910334765687715,0.6092281355832092,2.005127885742286,-0.20472151272350927
1781078823.9624202,291.36343479156494,149.15190374696928,-157.4964116865928,-0.6058097576176067,-0.08933243185961715,1.912925505957865,0.6123607970850653,2.008549162243934,-0.20365871922379064
1781078824.0619538,291.4629683494568,149.15085486816682,-157.49641214337177,-0.6069181646481354,-0.09066413958831276,1.9130331641330942,0.6136527069826632,2.00904592577179,-0.19936853271960966
1781078824.1614265,291.56244111061096,149.15190319581654,-157.4964121344167,-0.6021113895968426,-0.08796896650230224,1.9132241307951625,0.6085036273924125,2.007661136548354,-0.20416020913248686
1781078824.2613595,291.6623740196228,149.15190319581654,-157.4964121344167,-0.6041442678627789,-0.08661610514457152,1.9118866788228344,0.6103217561760915,2.006938792968554,-0.2023654290098059
1781078824.3601744,291.76118898391724,149.15190318638517,-157.4953051284027,-0.6083111169383528,-0.0915960970910703,1.916879251124117,0.6151684809815139,2.013171210648329,-0.2029918128411366
1781078824.4616807,291.86269521713257,149.15190318638517,-157.4953051284027,-0.6062344331397753,-0.08704610373374067,1.9112334632317705,0.612451803899319,2.006965511182601,-0.2030334553525288
1781078824.5615144,291.9625289440155,149.1519037375379,-157.4953046805788,-0.6096300936769694,-0.089363490921329,1.9135866157436392,0.6161450191523397,2.010335400021457,-0.2014006211294568
1781078824.6658952,292.06690979003906,149.15190318638517,-157.4953051284027,-0.6038679040755994,-0.0858575524731009,1.9093509452578081,0.6099409519693924,2.004407392983326,-0.20203158452127384
1781078824.7611861,292.1622006893158,149.15190318638517,-157.4953051284027,-0.608758670895071,-0.0904089296701045,1.91195147992986,0.6154355319235535,2.0085615140094686,-0.20591024198288266
1781078824.8610537,292.26206827163696,149.1519037375379,-157.4953046805788,-0.6066007993227913,-0.08563950226144357,1.9157118646997402,0.6126162372045302,2.0112808363423524,-0.20229481414950706
1781078824.9618704,292.36288499832153,149.15295206192,-157.49751866004553,-0.605874049608417,-0.08581937666417616,1.910978360240563,0.6119218327531142,2.0065608943432647,-0.20273927538087555
1781078825.060521,292.4615354537964,149.1529519865793,-157.49862659781184,-0.6053327296879161,-0.07858129040008066,1.9132114202176986,0.610411937000224,2.008228241830044,-0.20334924119008557
1781078825.1968017,292.5978162288666,149.1540008685477,-157.49862614432394,-0.6091168626570891,-0.08436096940630478,1.9139258450363332,0.6149309924962204,2.010286612856592,-0.19731631406950603
1781078825.2634742,292.66448879241943,149.1540008685477,-157.49862614432394,-0.6072882664405768,-0.08094513951851923,1.9131693683154938,0.6126590847837593,2.008872366784107,-0.1987343287315159
1781078825.3634138,292.7644283771515,149.1540008685477,-157.49862614432394,-0.6148000829946056,-0.08175501524488027,1.914025526000579,0.6202120803143587,2.012003165690764,-0.20031492591405387
1781078825.4608073,292.8618218898773,149.1540008685477,-157.49862614432394,-0.6118205161059791,-0.08500845616521246,1.911463929925037,0.6176979695189061,2.008791959599661,-0.2018130571330988
1781078825.5604506,292.96146512031555,149.1540008685477,-157.49862614432394,-0.6106486269507059,-0.08870832290941166,1.9139929539518474,0.6170582728966388,2.011002222755485,-0.2010821306664392
1781078825.6695046,293.0705192089081,149.15295254089799,-157.49862615327902,-0.6093615713586189,-0.08376345573543631,1.911540611520855,0.61509173394331,2.0080650763007935,-0.20044849233455042
1781078825.76608,293.16709446907043,149.1529519865793,-157.49862659781184,-0.6105163034383736,-0.08119545840466458,1.9109702926838854,0.6158919217115937,2.007767496188225,-0.19966124940438695
1781078825.861143,293.2621576786041,149.15295197714792,-157.49751959179784,-0.6079112890284364,-0.0835042420074501,1.915859199940875,0.6136196653966152,2.01172701124172,-0.19779732711180933
1781078825.9605403,293.3615548610687,149.15190370394635,-157.49862665627535,-0.6082133463777097,-0.08243265806311229,1.911634294263404,0.6137740771874631,2.007751053500225,-0.19814779045166656
1781078826.0939777,293.49499225616455,149.15190428176302,-157.49862623661284,-0.6086441118937387,-0.08276848184129904,1.9109957497115988,0.6142461042035442,2.007287481140912,-0.20082234720716644
1781078826.1612973,293.5623118877411,149.15190372744433,-157.49862668114565,-0.6084612484963259,-0.08442517402221483,1.9077072742616383,0.6142904043938737,2.004170587849537,-0.20196309857527617
1781078826.2607052,293.66171979904175,149.15085542329263,-157.49862671497104,-0.6063880579785632,-0.08032343826457122,1.9109665957217654,0.611684830279169,2.006477426127214,-0.19871531845173537
1781078826.3611283,293.7621428966522,149.15085597761131,-157.49862627043822,-0.6051765699794771,-0.08509461659755857,1.9091948823229772,0.6111299163238619,2.00462088019512,-0.19827707461471264
1781078826.461424,293.86243867874146,149.15085596848576,-157.49751926412742,-0.6063749700217045,-0.08617697848336547,1.9116227828189156,0.6124680202993014,2.007341211573578,-0.2017602256654438
